acupoint_iri,acupoint,surface_region_iri,surface_region,related_region_iri,related_region,body_region_iri,body_region
http://www.acupunctureresearch.org/tara/ontology/TARA_0726105,CV 20,http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://uri.interlex.org/base/ilx_0795283,first intercostal space,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_1450183,CV 21,http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_1450183,CV 21,http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://uri.interlex.org/base/ilx_0795331,suprasternal fossa,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_6472655,CV 22,http://purl.obolibrary.org/obo/UBERON_0000974,neck,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://purl.obolibrary.org/obo/UBERON_0000974,neck
http://www.acupunctureresearch.org/tara/ontology/TARA_6472655,CV 22,http://purl.obolibrary.org/obo/UBERON_0000974,neck,http://purl.obolibrary.org/obo/UBERON_0001105,clavicle bone,http://purl.obolibrary.org/obo/UBERON_0000974,neck
http://www.acupunctureresearch.org/tara/ontology/TARA_6472655,CV 22,http://purl.obolibrary.org/obo/UBERON_0000974,neck,http://uri.interlex.org/base/ilx_0795331,suprasternal fossa,http://purl.obolibrary.org/obo/UBERON_0000974,neck
http://www.acupunctureresearch.org/tara/ontology/TARA_5804897,CV 23,http://purl.obolibrary.org/obo/UBERON_0000974,neck,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://purl.obolibrary.org/obo/UBERON_0000974,neck
http://www.acupunctureresearch.org/tara/ontology/TARA_5804897,CV 23,http://purl.obolibrary.org/obo/UBERON_0000974,neck,http://purl.obolibrary.org/obo/UBERON_0001685,hyoid bone,http://purl.obolibrary.org/obo/UBERON_0000974,neck
http://www.acupunctureresearch.org/tara/ontology/TARA_5804897,CV 23,http://purl.obolibrary.org/obo/UBERON_0000974,neck,http://uri.interlex.org/base/ilx_0795328,hyoid tubercle,http://purl.obolibrary.org/obo/UBERON_0000974,neck
http://www.acupunctureresearch.org/tara/ontology/TARA_5804897,CV 23,http://purl.obolibrary.org/obo/UBERON_0000974,neck,http://purl.obolibrary.org/obo/UBERON_0001684,mandible,http://purl.obolibrary.org/obo/UBERON_0000974,neck
http://www.acupunctureresearch.org/tara/ontology/TARA_5804897,CV 23,http://purl.obolibrary.org/obo/UBERON_0000974,neck,http://purl.obolibrary.org/obo/UBERON_0001738,thyroid cartilage,http://purl.obolibrary.org/obo/UBERON_0000974,neck
http://www.acupunctureresearch.org/tara/ontology/TARA_8876563,CV 24,http://purl.obolibrary.org/obo/UBERON_0001456,face,http://uri.interlex.org/base/ilx_0795327,mentolabial sulcus,http://purl.obolibrary.org/obo/UBERON_0001456,face
http://www.acupunctureresearch.org/tara/ontology/TARA_8876563,CV 24,http://purl.obolibrary.org/obo/UBERON_0001456,face,http://uri.interlex.org/base/ilx_0795327,mentolabial sulcus,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_0022762,CV 3,http://uri.interlex.org/base/ilx_0795303,lower abdomen,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_0022762,CV 3,http://uri.interlex.org/base/ilx_0795303,lower abdomen,http://purl.obolibrary.org/obo/UBERON_0007118,umbilicus,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_0022762,CV 3,http://uri.interlex.org/base/ilx_0795303,lower abdomen,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://uri.interlex.org/base/ilx_0795303,lower abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_0022762,CV 3,http://uri.interlex.org/base/ilx_0795303,lower abdomen,http://purl.obolibrary.org/obo/UBERON_0007118,umbilicus,http://uri.interlex.org/base/ilx_0795303,lower abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_9921528,CV 4,http://uri.interlex.org/base/ilx_0795303,lower abdomen,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_9921528,CV 4,http://uri.interlex.org/base/ilx_0795303,lower abdomen,http://purl.obolibrary.org/obo/UBERON_0007118,umbilicus,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_9921528,CV 4,http://uri.interlex.org/base/ilx_0795303,lower abdomen,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://uri.interlex.org/base/ilx_0795303,lower abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_9921528,CV 4,http://uri.interlex.org/base/ilx_0795303,lower abdomen,http://purl.obolibrary.org/obo/UBERON_0007118,umbilicus,http://uri.interlex.org/base/ilx_0795303,lower abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_1205186,CV 5,http://uri.interlex.org/base/ilx_0795303,lower abdomen,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_1205186,CV 5,http://uri.interlex.org/base/ilx_0795303,lower abdomen,http://purl.obolibrary.org/obo/UBERON_0007118,umbilicus,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_1205186,CV 5,http://uri.interlex.org/base/ilx_0795303,lower abdomen,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://uri.interlex.org/base/ilx_0795303,lower abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_1205186,CV 5,http://uri.interlex.org/base/ilx_0795303,lower abdomen,http://purl.obolibrary.org/obo/UBERON_0007118,umbilicus,http://uri.interlex.org/base/ilx_0795303,lower abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_8833337,CV 6,http://uri.interlex.org/base/ilx_0795303,lower abdomen,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_8833337,CV 6,http://uri.interlex.org/base/ilx_0795303,lower abdomen,http://purl.obolibrary.org/obo/UBERON_0007118,umbilicus,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_8833337,CV 6,http://uri.interlex.org/base/ilx_0795303,lower abdomen,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://uri.interlex.org/base/ilx_0795303,lower abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_8833337,CV 6,http://uri.interlex.org/base/ilx_0795303,lower abdomen,http://purl.obolibrary.org/obo/UBERON_0007118,umbilicus,http://uri.interlex.org/base/ilx_0795303,lower abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_0411625,CV 7,http://uri.interlex.org/base/ilx_0795303,lower abdomen,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_0411625,CV 7,http://uri.interlex.org/base/ilx_0795303,lower abdomen,http://purl.obolibrary.org/obo/UBERON_0007118,umbilicus,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_0411625,CV 7,http://uri.interlex.org/base/ilx_0795303,lower abdomen,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://uri.interlex.org/base/ilx_0795303,lower abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_0411625,CV 7,http://uri.interlex.org/base/ilx_0795303,lower abdomen,http://purl.obolibrary.org/obo/UBERON_0007118,umbilicus,http://uri.interlex.org/base/ilx_0795303,lower abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_9392275,CV 8,http://uri.interlex.org/base/ilx_0795301,upper abdomen,http://purl.obolibrary.org/obo/UBERON_0007118,umbilicus,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_9392275,CV 8,http://uri.interlex.org/base/ilx_0795301,upper abdomen,http://purl.obolibrary.org/obo/UBERON_0007118,umbilicus,http://uri.interlex.org/base/ilx_0795301,upper abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_4534524,CV 9,http://uri.interlex.org/base/ilx_0795301,upper abdomen,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_4534524,CV 9,http://uri.interlex.org/base/ilx_0795301,upper abdomen,http://purl.obolibrary.org/obo/UBERON_0007118,umbilicus,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_4534524,CV 9,http://uri.interlex.org/base/ilx_0795301,upper abdomen,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://uri.interlex.org/base/ilx_0795301,upper abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_4534524,CV 9,http://uri.interlex.org/base/ilx_0795301,upper abdomen,http://purl.obolibrary.org/obo/UBERON_0007118,umbilicus,http://uri.interlex.org/base/ilx_0795301,upper abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_8009041,Dingchuan,http://purl.obolibrary.org/obo/UBERON_0000974,neck,http://purl.obolibrary.org/obo/UBERON_0004616,mammalian cervical vertebra 7,http://purl.obolibrary.org/obo/UBERON_0000974,neck
http://www.acupunctureresearch.org/tara/ontology/TARA_5541141,GB 1,http://purl.obolibrary.org/obo/UBERON_0001456,face,http://purl.obolibrary.org/obo/UBERON_0000970,eye,http://purl.obolibrary.org/obo/UBERON_0001456,face
http://www.acupunctureresearch.org/tara/ontology/TARA_5541141,GB 1,http://purl.obolibrary.org/obo/UBERON_0001456,face,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://purl.obolibrary.org/obo/UBERON_0001456,face
http://www.acupunctureresearch.org/tara/ontology/TARA_5541141,GB 1,http://purl.obolibrary.org/obo/UBERON_0001456,face,http://purl.obolibrary.org/obo/UBERON_0036212,intertragic incisure,http://purl.obolibrary.org/obo/UBERON_0001456,face
http://www.acupunctureresearch.org/tara/ontology/TARA_5541141,GB 1,http://purl.obolibrary.org/obo/UBERON_0001456,face,http://purl.obolibrary.org/obo/UBERON_0004657,mandible condylar process,http://purl.obolibrary.org/obo/UBERON_0001456,face
http://www.acupunctureresearch.org/tara/ontology/TARA_5541141,GB 1,http://purl.obolibrary.org/obo/UBERON_0001456,face,http://purl.obolibrary.org/obo/UBERON_0006726,outer canthus,http://purl.obolibrary.org/obo/UBERON_0001456,face
http://www.acupunctureresearch.org/tara/ontology/TARA_5541141,GB 1,http://purl.obolibrary.org/obo/UBERON_0001456,face,http://purl.obolibrary.org/obo/UBERON_0000970,eye,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_5541141,GB 1,http://purl.obolibrary.org/obo/UBERON_0001456,face,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_5541141,GB 1,http://purl.obolibrary.org/obo/UBERON_0001456,face,http://purl.obolibrary.org/obo/UBERON_0036212,intertragic incisure,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_5541141,GB 1,http://purl.obolibrary.org/obo/UBERON_0001456,face,http://purl.obolibrary.org/obo/UBERON_0004657,mandible condylar process,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_5541141,GB 1,http://purl.obolibrary.org/obo/UBERON_0001456,face,http://purl.obolibrary.org/obo/UBERON_0006726,outer canthus,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_5541141,GB 1,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://purl.obolibrary.org/obo/UBERON_0000970,eye,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_5541141,GB 1,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://purl.obolibrary.org/obo/UBERON_0001456,face,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_5541141,GB 1,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://purl.obolibrary.org/obo/UBERON_0036212,intertragic incisure,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_5541141,GB 1,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://purl.obolibrary.org/obo/UBERON_0004657,mandible condylar process,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_5541141,GB 1,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://purl.obolibrary.org/obo/UBERON_0006726,outer canthus,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_2125533,GB 10,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://purl.obolibrary.org/obo/UBERON_0001690,ear,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_2125533,GB 10,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://purl.obolibrary.org/obo/UBERON_0004104,hairline,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_2125533,GB 10,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://purl.obolibrary.org/obo/UBERON_0011220,mastoid process of temporal bone,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_5102514,GB 11,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://purl.obolibrary.org/obo/UBERON_0011220,mastoid process of temporal bone,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_1031890,GB 12,http://purl.obolibrary.org/obo/UBERON_0000974,neck,http://purl.obolibrary.org/obo/UBERON_0011220,mastoid process of temporal bone,http://purl.obolibrary.org/obo/UBERON_0000974,neck
http://www.acupunctureresearch.org/tara/ontology/TARA_4994509,GB 13,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://uri.interlex.org/base/ilx_0795292,anterior hairline,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_4994509,GB 13,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_9987270,GB 14,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://purl.obolibrary.org/obo/UBERON_0010163,eyebrow,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_9987270,GB 14,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://purl.obolibrary.org/obo/UBERON_0001771,pupil,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_6739423,GB 15,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://uri.interlex.org/base/ilx_0795292,anterior hairline,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_6739423,GB 15,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://purl.obolibrary.org/obo/UBERON_0001771,pupil,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_1336342,GB 16,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://uri.interlex.org/base/ilx_0795292,anterior hairline,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_1336342,GB 16,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://purl.obolibrary.org/obo/UBERON_0001771,pupil,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_1285513,GB 17,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://uri.interlex.org/base/ilx_0795292,anterior hairline,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_1285513,GB 17,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://purl.obolibrary.org/obo/UBERON_0001771,pupil,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_8907823,GB 18,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://uri.interlex.org/base/ilx_0795292,anterior hairline,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_8907823,GB 18,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://purl.obolibrary.org/obo/UBERON_0001771,pupil,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_3493245,GB 19,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://purl.obolibrary.org/obo/UBERON_0013469,external occipital protuberance,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_2324295,GB 20,http://purl.obolibrary.org/obo/UBERON_0000974,neck,http://purl.obolibrary.org/obo/UBERON_0001676,occipital bone,http://purl.obolibrary.org/obo/UBERON_0000974,neck
http://www.acupunctureresearch.org/tara/ontology/TARA_2324295,GB 20,http://purl.obolibrary.org/obo/UBERON_0000974,neck,http://purl.obolibrary.org/obo/UBERON_0001128,sternocleidomastoid,http://purl.obolibrary.org/obo/UBERON_0000974,neck
http://www.acupunctureresearch.org/tara/ontology/TARA_2324295,GB 20,http://purl.obolibrary.org/obo/UBERON_0000974,neck,http://purl.obolibrary.org/obo/UBERON_0002380,trapezius muscle,http://purl.obolibrary.org/obo/UBERON_0000974,neck
http://www.acupunctureresearch.org/tara/ontology/TARA_5389461,GB 21,http://purl.obolibrary.org/obo/UBERON_0000974,neck,http://purl.obolibrary.org/obo/UBERON_0002497,acromion,http://purl.obolibrary.org/obo/UBERON_0000974,neck
http://www.acupunctureresearch.org/tara/ontology/TARA_5389461,GB 21,http://purl.obolibrary.org/obo/UBERON_0000974,neck,http://purl.obolibrary.org/obo/UBERON_0004616,mammalian cervical vertebra 7,http://purl.obolibrary.org/obo/UBERON_0000974,neck
http://www.acupunctureresearch.org/tara/ontology/TARA_6091821,GB 22,http://uri.interlex.org/base/ilx_0795306,lateral thoracic region,http://uri.interlex.org/base/ilx_0795298,fourth intercostal space,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_6091821,GB 22,http://uri.interlex.org/base/ilx_0795306,lateral thoracic region,http://uri.interlex.org/base/ilx_0795308,midaxillary line,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_6515979,GB 23,http://uri.interlex.org/base/ilx_0795306,lateral thoracic region,http://uri.interlex.org/base/ilx_0795298,fourth intercostal space,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_6515979,GB 23,http://uri.interlex.org/base/ilx_0795306,lateral thoracic region,http://uri.interlex.org/base/ilx_0795308,midaxillary line,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_0214009,GB 24,http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_0214009,GB 24,http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://uri.interlex.org/base/ilx_0795322,midclavicular line,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_0214009,GB 24,http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://purl.obolibrary.org/obo/UBERON_0002030,nipple,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_0214009,GB 24,http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://uri.interlex.org/base/ilx_0795321,seventh intercostal space,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_5698325,GB 24 (Female),http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_5698325,GB 24 (Female),http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://uri.interlex.org/base/ilx_0795322,midclavicular line,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_5698325,GB 24 (Female),http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://purl.obolibrary.org/obo/UBERON_0002030,nipple,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_5698325,GB 24 (Female),http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://uri.interlex.org/base/ilx_0795321,seventh intercostal space,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_6308255,GB 24 (Male),http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_6308255,GB 24 (Male),http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://purl.obolibrary.org/obo/UBERON_0002030,nipple,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_6308255,GB 24 (Male),http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://uri.interlex.org/base/ilx_0795321,seventh intercostal space,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_1882219,GB 25,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen,http://purl.obolibrary.org/obo/UBERON_0002225,costal arch,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_1882219,GB 25,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen,http://uri.interlex.org/base/ilx_0795323,posterior axillary line,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_1882219,GB 25,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen,http://purl.obolibrary.org/obo/UBERON_0004611,rib 12,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_8088170,GB 26,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen,http://purl.obolibrary.org/obo/UBERON_0002225,costal arch,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_8088170,GB 26,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen,http://purl.obolibrary.org/obo/UBERON_0004610,rib 11,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_8088170,GB 26,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen,http://purl.obolibrary.org/obo/UBERON_0007118,umbilicus,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_8757342,GB 27,http://uri.interlex.org/base/ilx_0795303,lower abdomen,http://purl.obolibrary.org/obo/UBERON_0013708,anterior superior iliac spine,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_8757342,GB 27,http://uri.interlex.org/base/ilx_0795303,lower abdomen,http://purl.obolibrary.org/obo/UBERON_0007118,umbilicus,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_8757342,GB 27,http://uri.interlex.org/base/ilx_0795303,lower abdomen,http://purl.obolibrary.org/obo/UBERON_0013708,anterior superior iliac spine,http://uri.interlex.org/base/ilx_0795303,lower abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_8757342,GB 27,http://uri.interlex.org/base/ilx_0795303,lower abdomen,http://purl.obolibrary.org/obo/UBERON_0007118,umbilicus,http://uri.interlex.org/base/ilx_0795303,lower abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_4771986,GB 28,http://uri.interlex.org/base/ilx_0795303,lower abdomen,http://purl.obolibrary.org/obo/UBERON_0013708,anterior superior iliac spine,http://purl.obolibrary.org/obo/UBERON_0000916,abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_4771986,GB 28,http://uri.interlex.org/base/ilx_0795303,lower abdomen,http://purl.obolibrary.org/obo/UBERON_0013708,anterior superior iliac spine,http://uri.interlex.org/base/ilx_0795303,lower abdomen
http://www.acupunctureresearch.org/tara/ontology/TARA_0427594,GB 29,http://purl.obolibrary.org/obo/UBERON_0013691,buttock,http://purl.obolibrary.org/obo/UBERON_0013708,anterior superior iliac spine,http://purl.obolibrary.org/obo/UBERON_0013691,buttock
http://www.acupunctureresearch.org/tara/ontology/TARA_0427594,GB 29,http://purl.obolibrary.org/obo/UBERON_0013691,buttock,http://purl.obolibrary.org/obo/UBERON_0002503,greater trochanter,http://purl.obolibrary.org/obo/UBERON_0013691,buttock
http://www.acupunctureresearch.org/tara/ontology/TARA_9191188,GB 3,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://purl.obolibrary.org/obo/UBERON_0002500,zygomatic arch,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_9378285,GB 30,http://purl.obolibrary.org/obo/UBERON_0013691,buttock,http://purl.obolibrary.org/obo/UBERON_0013708,anterior superior iliac spine,http://purl.obolibrary.org/obo/UBERON_0013691,buttock
http://www.acupunctureresearch.org/tara/ontology/TARA_9378285,GB 30,http://purl.obolibrary.org/obo/UBERON_0013691,buttock,http://purl.obolibrary.org/obo/UBERON_0002503,greater trochanter,http://purl.obolibrary.org/obo/UBERON_0013691,buttock
http://www.acupunctureresearch.org/tara/ontology/TARA_9378285,GB 30,http://purl.obolibrary.org/obo/UBERON_0013691,buttock,http://uri.interlex.org/base/ilx_0741717,sacral hiatus,http://purl.obolibrary.org/obo/UBERON_0013691,buttock
http://www.acupunctureresearch.org/tara/ontology/TARA_5264783,GB 31,http://purl.obolibrary.org/obo/UBERON_0000376,hindlimb stylopod,http://uri.interlex.org/base/ilx_0795324,iliotibial band,http://purl.obolibrary.org/obo/UBERON_0000376,hindlimb stylopod
http://www.acupunctureresearch.org/tara/ontology/TARA_5264783,GB 31,http://purl.obolibrary.org/obo/UBERON_0000376,hindlimb stylopod,http://uri.interlex.org/base/ilx_0795324,iliotibial band,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_5264783,GB 31,http://purl.obolibrary.org/obo/UBERON_0000376,hindlimb stylopod,http://uri.interlex.org/base/ilx_0795324,iliotibial band,http://purl.obolibrary.org/obo/UBERON_0002101,limb
